,Query,Bitscore,E-value
9131,OTU14128,145.0,3e-34
9132,OTU303,148.0,2e-35
9133,OTU15913,135.0,2e-31
9134,OTU6091,86.1,2e-16
9135,OTU13295,135.0,2e-31
9136,OTU13353,135.0,2e-31
9137,OTU15944,135.0,2e-31
9138,OTU7271,115.0,2e-25
9139,OTU4939,106.0,1e-22
9140,OTU2556,132.0,2e-30
9141,OTU15812,128.0,3e-29
9142,OTU16282,137.0,4e-32
9143,OTU13384,128.0,3e-29
9144,OTU9674,124.0,3e-28
9145,OTU16224,147.0,7e-35
9146,OTU16244,132.0,2e-30
9147,OTU16365,93.5,1e-18
9148,OTU16387,-1.0,-1.0
9149,OTU12940,-1.0,-1.0
9150,OTU2615,-1.0,-1.0
9151,OTU13122,-1.0,-1.0
9152,OTU10462,-1.0,-1.0
9153,OTU15031,-1.0,-1.0
9154,OTU14964,132.0,2e-30
9155,OTU13919,-1.0,-1.0
9156,OTU13942,-1.0,-1.0
9157,OTU13637,141.0,3e-33
9158,OTU13602,-1.0,-1.0
9159,OTU716,117.0,6e-26
9160,OTU15564,78.7,3e-14
9161,OTU13785,139.0,1e-32
9162,OTU8131,110.0,9e-24
9163,OTU8156,147.0,7e-35
9164,OTU2066,-1.0,-1.0
9165,OTU15372,122.0,1e-27
9166,OTU4058,126.0,9e-29
9167,OTU2663,132.0,2e-30
9168,OTU5971,137.0,4e-32
9169,OTU3906,137.0,4e-32
9170,OTU8136,132.0,2e-30
9171,OTU5967,97.1,7e-20
9172,OTU15403,132.0,2e-30
9173,OTU15437,132.0,2e-30
9174,OTU13810,128.0,3e-29
9175,OTU15413,141.0,3e-33
9176,OTU15483,-1.0,-1.0
9177,OTU10302,132.0,2e-30
9178,OTU1043,141.0,3e-33
9179,OTU13755,135.0,2e-31
9180,OTU9325,137.0,4e-32
9181,OTU486,141.0,3e-33
9182,OTU9389,52.8,2e-06
9183,OTU9396,147.0,7e-35
9184,OTU15383,135.0,2e-31
9185,OTU5946,141.0,3e-33
9186,OTU13678,135.0,2e-31
9187,OTU3062,134.0,6e-31
9188,OTU13566,141.0,3e-33
9189,OTU9799,119.0,2e-26
9190,OTU5349,71.3,4e-12
9191,OTU7963,71.3,4e-12
9192,OTU15524,147.0,7e-35
9193,OTU15527,132.0,2e-30
9194,OTU4986,141.0,3e-33
9195,OTU15526,124.0,3e-28
9196,OTU15496,137.0,4e-32
9197,OTU15508,111.0,3e-24
9198,OTU15563,108.0,3e-23
9199,OTU15567,128.0,3e-29
9200,OTU6258,139.0,1e-32
9201,OTU9904,124.0,3e-28
9202,OTU15573,108.0,3e-23
9203,OTU15575,130.0,7e-30
9204,OTU15578,137.0,4e-32
9205,OTU15547,113.0,7e-25
9206,OTU9895,147.0,7e-35
9207,OTU6992,147.0,7e-35
9208,OTU6363,147.0,7e-35
9209,OTU4347,147.0,7e-35
9210,OTU9867,147.0,7e-35
9211,OTU15122,147.0,7e-35
9212,OTU13629,148.0,2e-35
9213,OTU15090,147.0,7e-35
9214,OTU13789,147.0,7e-35
9215,OTU15085,147.0,7e-35
9216,OTU5344,147.0,7e-35
9217,OTU6311,148.0,2e-35
9218,OTU5999,147.0,7e-35
9219,OTU8399,147.0,7e-35
9220,OTU13822,147.0,7e-35
9221,OTU14960,147.0,7e-35
9222,OTU9501,147.0,7e-35
9223,OTU9916,147.0,7e-35
9224,OTU13037,148.0,2e-35
9225,OTU15249,147.0,7e-35
9226,OTU13025,147.0,7e-35
9227,OTU9760,147.0,7e-35
9228,OTU8254,134.0,6e-31
9229,OTU1446,132.0,2e-30
9230,OTU6959,63.9,7e-10
9231,OTU9605,148.0,2e-35
9232,OTU15281,52.8,2e-06
9233,OTU5728,71.3,4e-12
9234,OTU5450,115.0,2e-25
9235,OTU978,150.0,6e-36
9236,OTU13002,52.8,2e-06
9237,OTU15142,97.1,7e-20
9238,OTU922,121.0,4e-27
9239,OTU13158,99.0,2e-20
9240,OTU15200,115.0,2e-25
9241,OTU15205,121.0,4e-27
9242,OTU11198,147.0,7e-35
9243,OTU15214,147.0,7e-35
9244,OTU13093,147.0,7e-35
9245,OTU13085,147.0,7e-35
9246,OTU16153,147.0,7e-35
9247,OTU4907,147.0,7e-35
9248,OTU16130,121.0,4e-27
9249,OTU2552,145.0,3e-34
9250,OTU16169,134.0,6e-31
9251,OTU12875,147.0,7e-35
9252,OTU7063,111.0,3e-24
9253,OTU7061,137.0,4e-32
9254,OTU12849,135.0,2e-31
9255,OTU12869,126.0,9e-29
9256,OTU16176,137.0,4e-32
9257,OTU16180,-1.0,-1.0
9258,OTU16181,128.0,3e-29
9259,OTU2831,-1.0,-1.0
9260,OTU2360,135.0,2e-31
9261,OTU7090,150.0,6e-36
9262,OTU2031,152.0,2e-36
9263,OTU6731,91.6,3e-18
9264,OTU2685,-1.0,-1.0
9265,OTU9282,119.0,2e-26
9266,OTU16340,137.0,4e-32
9267,OTU16311,139.0,1e-32
9268,OTU11360,93.5,1e-18
9269,OTU5007,52.8,2e-06
9270,OTU16323,145.0,3e-34
9271,OTU11237,132.0,2e-30
9272,OTU11250,-1.0,-1.0
9273,OTU16392,-1.0,-1.0
9274,OTU16367,135.0,2e-31
9275,OTU2900,152.0,2e-36
9276,OTU16353,-1.0,-1.0
9277,OTU4951,106.0,1e-22
9278,OTU7835,119.0,2e-26
9279,OTU6602,67.6,6e-11
9280,OTU5602,-1.0,-1.0
9281,OTU5747,121.0,4e-27
9282,OTU16289,73.1,1e-12
9283,OTU9395,73.1,1e-12
9284,OTU4167,73.1,1e-12
9285,OTU16295,-1.0,-1.0
9286,OTU799,73.1,1e-12
9287,OTU6975,73.1,1e-12
9288,OTU9364,75.0,3e-13
9289,OTU13371,73.1,1e-12
9290,OTU11279,95.3,3e-19
9291,OTU9368,73.1,1e-12
9292,OTU9379,73.1,1e-12
9293,OTU13524,73.1,1e-12
9294,OTU2176,147.0,7e-35
9295,OTU15778,141.0,3e-33
9296,OTU13546,71.3,4e-12
9297,OTU10700,71.3,4e-12
9298,OTU15849,69.4,2e-11
9299,OTU6112,71.3,4e-12
9300,OTU10710,-1.0,-1.0
9301,OTU10721,119.0,2e-26
9302,OTU6276,124.0,3e-28
9303,OTU7125,73.1,1e-12
9304,OTU7117,119.0,2e-26
9305,OTU10564,71.3,4e-12
9306,OTU13460,-1.0,-1.0
9307,OTU7698,71.3,4e-12
9308,OTU9463,124.0,3e-28
9309,OTU6483,119.0,2e-26
9310,OTU9470,119.0,2e-26
9311,OTU10539,-1.0,-1.0
9312,OTU7726,119.0,2e-26
9313,OTU10548,119.0,2e-26
9314,OTU9447,119.0,2e-26
9315,OTU746,71.3,4e-12
9316,OTU10625,60.2,1e-08
9317,OTU6403,71.3,4e-12
9318,OTU13226,119.0,2e-26
9319,OTU10590,119.0,2e-26
9320,OTU9189,69.4,2e-11
9321,OTU15970,71.3,4e-12
9322,OTU15973,119.0,2e-26
9323,OTU13179,-1.0,-1.0
9324,OTU13209,119.0,2e-26
9325,OTU10875,119.0,2e-26
9326,OTU15964,119.0,2e-26
9327,OTU13205,124.0,3e-28
9328,OTU9136,121.0,4e-27
9329,OTU13329,-1.0,-1.0
9330,OTU10865,-1.0,-1.0
9331,OTU15910,-1.0,-1.0
9332,OTU15914,113.0,7e-25
9333,OTU827,132.0,2e-30
9334,OTU14950,-1.0,-1.0
9335,OTU1647,150.0,6e-36
9336,OTU13303,145.0,3e-34
9337,OTU14226,139.0,1e-32
9338,OTU5572,158.0,3e-38
9339,OTU14316,106.0,1e-22
9340,OTU13176,115.0,2e-25
9341,OTU2716,143.0,9e-34
9342,OTU5006,-1.0,-1.0
9343,OTU14091,58.4,3e-08
9344,OTU14090,93.5,1e-18
9345,OTU14053,-1.0,-1.0
9346,OTU8267,67.6,6e-11
9347,OTU13988,73.1,1e-12
9348,OTU14043,49.1,2e-05
9349,OTU14740,49.1,2e-05
9350,OTU14795,56.5,1e-07
9351,OTU14800,84.2,6e-16
9352,OTU9584,-1.0,-1.0
9353,OTU3766,117.0,6e-26
9354,OTU14726,122.0,1e-27
9355,OTU14727,-1.0,-1.0
9356,OTU8558,100.0,6e-21
9357,OTU4197,137.0,4e-32
9358,OTU8517,137.0,4e-32
9359,OTU6181,141.0,3e-33
9360,OTU1039,132.0,2e-30
9361,OTU7850,141.0,3e-33
9362,OTU14808,-1.0,-1.0
9363,OTU6115,82.4,2e-15
9364,OTU14809,135.0,2e-31
9365,OTU8571,147.0,7e-35
9366,OTU7231,150.0,6e-36
9367,OTU14490,-1.0,-1.0
9368,OTU14497,56.5,1e-07
9369,OTU14400,132.0,2e-30
9370,OTU11278,97.1,7e-20
9371,OTU13144,143.0,9e-34
9372,OTU14654,135.0,2e-31
9373,OTU2396,132.0,2e-30
9374,OTU14564,-1.0,-1.0
9375,OTU14571,-1.0,-1.0
9376,OTU10802,135.0,2e-31
9377,OTU14542,137.0,4e-32
9378,OTU13939,-1.0,-1.0
9379,OTU14433,139.0,1e-32
9380,OTU14508,128.0,3e-29
9381,OTU14464,130.0,7e-30
9382,OTU10777,135.0,2e-31
9383,OTU14870,134.0,6e-31
9384,OTU3329,91.6,3e-18
9385,OTU14941,139.0,1e-32
9386,OTU276,137.0,4e-32
9387,OTU10789,147.0,7e-35
9388,OTU14899,135.0,2e-31
9389,OTU7084,141.0,3e-33
9390,OTU4615,147.0,7e-35
9391,OTU13670,141.0,3e-33
9392,OTU8516,111.0,3e-24
9393,OTU13952,152.0,2e-36
9394,OTU14761,100.0,6e-21
9395,OTU6160,-1.0,-1.0
9396,OTU13977,141.0,3e-33
9397,OTU3335,145.0,3e-34
9398,OTU14192,-1.0,-1.0
9399,OTU4652,60.2,1e-08
9400,OTU18780,52.8,2e-06
9401,OTU13839,102.0,2e-21
9402,OTU4661,135.0,2e-31
9403,OTU3946,135.0,2e-31
9404,OTU18610,135.0,2e-31
9405,OTU8986,135.0,2e-31
9406,OTU19063,135.0,2e-31
9407,OTU813,139.0,1e-32
9408,OTU18932,141.0,3e-33
9409,OTU2672,141.0,3e-33
9410,OTU18843,-1.0,-1.0
9411,OTU13869,141.0,3e-33
9412,OTU6766,-1.0,-1.0
9413,OTU6943,141.0,3e-33
9414,OTU13967,141.0,3e-33
9415,OTU13943,141.0,3e-33
9416,OTU18385,141.0,3e-33
9417,OTU4552,148.0,2e-35
9418,OTU2388,121.0,4e-27
9419,OTU18302,141.0,3e-33
9420,OTU3835,137.0,4e-32
9421,OTU18454,119.0,2e-26
9422,OTU376,141.0,3e-33
9423,OTU1519,-1.0,-1.0
9424,OTU18378,82.4,2e-15
9425,OTU4042,119.0,2e-26
9426,OTU4521,150.0,5e-36
9427,OTU1208,-1.0,-1.0
9428,OTU18005,-1.0,-1.0
9429,OTU4982,-1.0,-1.0
9430,OTU879,-1.0,-1.0
9431,OTU783,156.0,1e-37
9432,OTU6645,156.0,1e-37
9433,OTU5498,124.0,3e-28
9434,OTU8901,121.0,4e-27
9435,OTU8898,126.0,9e-29
9436,OTU2967,124.0,3e-28
9437,OTU5499,-1.0,-1.0
9438,OTU17897,-1.0,-1.0
9439,OTU8308,145.0,3e-34
9440,OTU1128,156.0,1e-37
9441,OTU17906,54.7,4e-07
9442,OTU17927,128.0,3e-29
9443,OTU32,156.0,1e-37
9444,OTU8370,126.0,9e-29
9445,OTU8365,150.0,5e-36
9446,OTU8354,110.0,9e-24
9447,OTU12782,128.0,3e-29
9448,OTU12824,128.0,3e-29
9449,OTU3069,145.0,3e-34
9450,OTU12808,-1.0,-1.0
9451,OTU553,156.0,1e-37
9452,OTU18167,150.0,5e-36
9453,OTU11126,150.0,5e-36
9454,OTU11121,150.0,5e-36
9455,OTU12955,150.0,5e-36
9456,OTU5776,150.0,5e-36
9457,OTU18101,150.0,5e-36
9458,OTU329,147.0,7e-35
9459,OTU18494,139.0,1e-32
9460,OTU2929,117.0,6e-26
9461,OTU3575,145.0,3e-34
9462,OTU9120,145.0,3e-34
9463,OTU9118,145.0,3e-34
9464,OTU5456,145.0,3e-34
9465,OTU18915,145.0,3e-34
9466,OTU2835,60.2,1e-08
9467,OTU1712,156.0,1e-37
9468,OTU6034,-1.0,-1.0
9469,OTU18832,150.0,5e-36
9470,OTU1051,143.0,9e-34
9471,OTU2208,102.0,2e-21
9472,OTU9100,93.5,9e-19
9473,OTU19019,-1.0,-1.0
9474,OTU13220,111.0,3e-24
9475,OTU10016,-1.0,-1.0
9476,OTU18964,52.8,2e-06
9477,OTU13184,108.0,3e-23
9478,OTU9946,95.3,3e-19
9479,OTU18632,93.5,9e-19
9480,OTU617,135.0,2e-31
9481,OTU18532,52.8,2e-06
9482,OTU18557,130.0,7e-30
9483,OTU18560,130.0,7e-30
9484,OTU18570,130.0,7e-30
9485,OTU18563,130.0,7e-30
9486,OTU18543,130.0,7e-30
9487,OTU13297,124.0,3e-28
9488,OTU5467,130.0,7e-30
9489,OTU243,156.0,1e-37
9490,OTU18737,139.0,1e-32
9491,OTU405,150.0,5e-36
9492,OTU6549,80.5,7e-15
9493,OTU4991,135.0,2e-31
9494,OTU411,97.1,7e-20
9495,OTU3046,137.0,4e-32
9496,OTU8177,137.0,4e-32
9497,OTU3146,143.0,9e-34
9498,OTU4150,156.0,1e-37
9499,OTU9052,117.0,6e-26
9500,OTU10347,150.0,5e-36
9501,OTU640,87.9,4e-17
9502,OTU4666,91.6,3e-18
9503,OTU1074,-1.0,-1.0
9504,OTU478,148.0,2e-35
9505,OTU16864,111.0,3e-24
9506,OTU5535,52.8,2e-06
9507,OTU6385,117.0,6e-26
9508,OTU8124,117.0,6e-26
9509,OTU2475,106.0,1e-22
9510,OTU5002,122.0,1e-27
9511,OTU5539,119.0,2e-26
9512,OTU6390,56.5,1e-07
9513,OTU13211,117.0,6e-26
9514,OTU5990,122.0,1e-27
9515,OTU2794,117.0,6e-26
9516,OTU10340,117.0,6e-26
9517,OTU5995,128.0,3e-29
9518,OTU4458,117.0,6e-26
9519,OTU6461,117.0,6e-26
9520,OTU5956,128.0,3e-29
9521,OTU4461,117.0,6e-26
9522,OTU5542,117.0,6e-26
9523,OTU6424,150.0,5e-36
9524,OTU8853,121.0,4e-27
9525,OTU8675,52.8,2e-06
9526,OTU7441,128.0,3e-29
9527,OTU16836,117.0,6e-26
9528,OTU8146,-1.0,-1.0
9529,OTU8133,128.0,3e-29
9530,OTU16821,117.0,6e-26
9531,OTU16829,128.0,3e-29
9532,OTU5544,119.0,2e-26
9533,OTU17086,122.0,1e-27
9534,OTU7386,122.0,1e-27
9535,OTU10434,117.0,6e-26
9536,OTU8653,117.0,6e-26
9537,OTU17094,117.0,6e-26
9538,OTU13521,122.0,1e-27
9539,OTU6376,117.0,6e-26
9540,OTU13386,117.0,6e-26
9541,OTU5947,121.0,4e-27
9542,OTU13394,117.0,6e-26
9543,OTU8711,128.0,3e-29
9544,OTU16518,111.0,3e-24
9545,OTU13423,117.0,6e-26
9546,OTU12879,156.0,1e-37
9547,OTU10049,139.0,1e-32
9548,OTU16549,-1.0,-1.0
9549,OTU1264,110.0,9e-24
9550,OTU8018,-1.0,-1.0
9551,OTU1100,137.0,4e-32
9552,OTU10097,108.0,3e-23
9553,OTU373,154.0,4e-37
9554,OTU10242,148.0,2e-35
9555,OTU1878,148.0,2e-35
9556,OTU8614,150.0,5e-36
9557,OTU10257,147.0,7e-35
9558,OTU4407,145.0,3e-34
9559,OTU2565,113.0,7e-25
9560,OTU8425,150.0,5e-36
9561,OTU16745,-1.0,-1.0
9562,OTU16746,-1.0,-1.0
9563,OTU16747,-1.0,-1.0
9564,OTU2875,-1.0,-1.0
9565,OTU12867,-1.0,-1.0
9566,OTU16761,-1.0,-1.0
9567,OTU7531,-1.0,-1.0
9568,OTU3422,147.0,7e-35
9569,OTU16722,-1.0,-1.0
9570,OTU2166,143.0,9e-34
9571,OTU7418,-1.0,-1.0
9572,OTU7381,132.0,2e-30
9573,OTU6027,143.0,9e-34
9574,OTU16737,-1.0,-1.0
9575,OTU16607,52.8,2e-06
9576,OTU2762,87.9,4e-17
9577,OTU1149,135.0,2e-31
9578,OTU13103,148.0,2e-35
9579,OTU2433,145.0,3e-34
9580,OTU1694,137.0,4e-32
9581,OTU13078,128.0,3e-29
9582,OTU1870,95.3,3e-19
9583,OTU16665,78.7,3e-14
9584,OTU550,161.0,3e-39
9585,OTU2870,148.0,2e-35
9586,OTU280,156.0,1e-37
9587,OTU10448,58.4,3e-08
9588,OTU17600,145.0,3e-34
9589,OTU3340,111.0,3e-24
9590,OTU17508,115.0,2e-25
9591,OTU13032,137.0,4e-32
9592,OTU4734,145.0,3e-34
9593,OTU13021,145.0,3e-34
9594,OTU9783,145.0,3e-34
9595,OTU17581,139.0,1e-32
9596,OTU17558,145.0,3e-34
9597,OTU2813,147.0,7e-35
9598,OTU17548,145.0,3e-34
9599,OTU2655,143.0,9e-34
9600,OTU9797,-1.0,-1.0
9601,OTU17814,-1.0,-1.0
9602,OTU17798,-1.0,-1.0
9603,OTU8804,152.0,2e-36
9604,OTU17800,147.0,7e-35
9605,OTU17844,-1.0,-1.0
9606,OTU3957,-1.0,-1.0
9607,OTU51,148.0,2e-35
9608,OTU17718,75.0,3e-13
9609,OTU17727,132.0,2e-30
9610,OTU8842,137.0,4e-32
9611,OTU5010,141.0,3e-33
9612,OTU13605,-1.0,-1.0
9613,OTU8839,91.6,3e-18
9614,OTU8837,124.0,3e-28
9615,OTU5842,141.0,3e-33
9616,OTU17760,124.0,3e-28
9617,OTU3459,145.0,3e-34
9618,OTU8826,150.0,5e-36
9619,OTU17267,-1.0,-1.0
9620,OTU8825,100.0,6e-21
9621,OTU529,148.0,2e-35
9622,OTU729,137.0,4e-32
9623,OTU17232,126.0,9e-29
9624,OTU17245,137.0,4e-32
9625,OTU17294,132.0,2e-30
9626,OTU11317,132.0,2e-30
9627,OTU7879,132.0,2e-30
9628,OTU2259,143.0,9e-34
9629,OTU5296,134.0,6e-31
9630,OTU17223,128.0,3e-29
9631,OTU13912,128.0,3e-29
9632,OTU311,150.0,5e-36
9633,OTU17178,139.0,1e-32
9634,OTU3524,115.0,2e-25
9635,OTU8729,65.8,2e-10
9636,OTU3979,117.0,6e-26
9637,OTU5274,121.0,4e-27
9638,OTU17444,-1.0,-1.0
9639,OTU2847,122.0,1e-27
9640,OTU7760,128.0,3e-29
9641,OTU4043,117.0,6e-26
9642,OTU3475,54.7,4e-07
9643,OTU10895,117.0,6e-26
9644,OTU1317,161.0,3e-39
9645,OTU822,156.0,1e-37
9646,OTU17429,150.0,5e-36
9647,OTU17490,145.0,3e-34
9648,OTU3476,145.0,3e-34
9649,OTU1388,145.0,3e-34
9650,OTU2239,145.0,3e-34
9651,OTU3651,145.0,3e-34
9652,OTU2734,150.0,5e-36
9653,OTU13625,137.0,4e-32
9654,OTU17319,154.0,4e-37
9655,OTU7792,150.0,5e-36
9656,OTU4131,156.0,1e-37
9657,OTU171,143.0,9e-34
9658,OTU12779,154.0,4e-37
9659,OTU17379,126.0,9e-29
9660,OTU3140,106.0,1e-22
9661,OTU17394,150.0,5e-36
9662,OTU4300,156.0,1e-37
9663,OTU6387,156.0,1e-37
9664,OTU3629,150.0,5e-36
9665,OTU10629,128.0,3e-29
9666,OTU11434,128.0,3e-29
9667,OTU1261,161.0,3e-39
9668,OTU7901,135.0,2e-31
9669,OTU8733,58.4,3e-08
9670,OTU7957,150.0,5e-36
9671,OTU11714,145.0,3e-34
9672,OTU4428,145.0,3e-34
9673,OTU11711,145.0,3e-34
9674,OTU8720,145.0,3e-34
9675,OTU11699,145.0,3e-34
9676,OTU97,110.0,9e-24
9677,OTU10685,117.0,6e-26
9678,OTU469,130.0,7e-30
9679,OTU17158,150.0,5e-36
9680,OTU11622,150.0,5e-36
9681,OTU11529,148.0,2e-35
9682,OTU8746,130.0,7e-30
9683,OTU17279,-1.0,-1.0
9684,OTU8821,-1.0,-1.0
9685,OTU17239,-1.0,-1.0
9686,OTU17268,-1.0,-1.0
9687,OTU17260,-1.0,-1.0
9688,OTU3813,-1.0,-1.0
9689,OTU3539,150.0,5e-36
9690,OTU5830,145.0,3e-34
9691,OTU17753,139.0,1e-32
9692,OTU11610,76.8,9e-14
9693,OTU1224,143.0,9e-34
9694,OTU11586,139.0,1e-32
9695,OTU2639,-1.0,-1.0
9696,OTU17705,139.0,1e-32
9697,OTU11177,143.0,9e-34
9698,OTU5820,52.8,2e-06
9699,OTU4420,91.6,3e-18
9700,OTU7315,143.0,9e-34
9701,OTU7656,137.0,4e-32
9702,OTU17775,91.6,3e-18
9703,OTU17843,-1.0,-1.0
9704,OTU3441,126.0,9e-29
9705,OTU6631,135.0,2e-31
9706,OTU7683,137.0,4e-32
9707,OTU17566,141.0,3e-33
9708,OTU4926,134.0,6e-31
9709,OTU17568,63.9,7e-10
9710,OTU2509,82.4,2e-15
9711,OTU1161,-1.0,-1.0
9712,OTU17573,82.4,2e-15
9713,OTU1950,119.0,2e-26
9714,OTU6576,145.0,3e-34
9715,OTU4311,130.0,7e-30
9716,OTU11726,134.0,6e-31
9717,OTU17537,-1.0,-1.0
9718,OTU4893,135.0,2e-31
9719,OTU8331,121.0,4e-27
9720,OTU8627,128.0,3e-29
9721,OTU17624,139.0,1e-32
9722,OTU16635,-1.0,-1.0
9723,OTU2401,117.0,6e-26
9724,OTU3346,121.0,4e-27
9725,OTU4312,117.0,6e-26
9726,OTU10048,117.0,6e-26
9727,OTU5761,-1.0,-1.0
9728,OTU10043,54.7,4e-07
9729,OTU11451,87.9,4e-17
9730,OTU3448,150.0,5e-36
9731,OTU16611,121.0,4e-27
9732,OTU10277,145.0,3e-34
9733,OTU16736,150.0,5e-36
9734,OTU16734,145.0,3e-34
9735,OTU16731,117.0,6e-26
9736,OTU3424,128.0,3e-29
9737,OTU10259,76.8,9e-14
9738,OTU1728,150.0,5e-36
9739,OTU2613,52.8,2e-06
9740,OTU10058,126.0,9e-29
9741,OTU2507,139.0,1e-32
9742,OTU16563,139.0,1e-32
9743,OTU6543,145.0,3e-34
9744,OTU16562,143.0,9e-34
9745,OTU2785,147.0,7e-35
9746,OTU16510,145.0,3e-34
9747,OTU4889,137.0,4e-32
9748,OTU12474,150.0,5e-36
9749,OTU5241,145.0,3e-34
9750,OTU7519,148.0,2e-35
9751,OTU3685,145.0,3e-34
9752,OTU7495,145.0,3e-34
9753,OTU17008,54.7,4e-07
9754,OTU3013,71.3,4e-12
9755,OTU10106,145.0,3e-34
9756,OTU10107,145.0,3e-34
9757,OTU3995,145.0,3e-34
9758,OTU12398,150.0,5e-36
9759,OTU8714,145.0,3e-34
9760,OTU7549,145.0,3e-34
9761,OTU7556,145.0,3e-34
9762,OTU7533,54.7,4e-07
9763,OTU7544,148.0,2e-35
9764,OTU17103,145.0,3e-34
9765,OTU17100,139.0,1e-32
9766,OTU17117,139.0,1e-32
9767,OTU17060,113.0,7e-25
9768,OTU4448,56.5,1e-07
9769,OTU16826,137.0,4e-32
9770,OTU8162,145.0,3e-34
9771,OTU12382,115.0,2e-25
9772,OTU1797,122.0,1e-27
9773,OTU10403,-1.0,-1.0
9774,OTU12384,-1.0,-1.0
9775,OTU5531,-1.0,-1.0
9776,OTU339,-1.0,-1.0
9777,OTU16803,117.0,6e-26
9778,OTU12343,-1.0,-1.0
9779,OTU2285,-1.0,-1.0
9780,OTU16812,-1.0,-1.0
9781,OTU4444,126.0,9e-29
9782,OTU5992,52.8,2e-06
9783,OTU16922,145.0,3e-34
9784,OTU16919,134.0,6e-31
9785,OTU16918,150.0,5e-36
9786,OTU4805,99.0,2e-20
9787,OTU2154,97.1,7e-20
9788,OTU16868,89.8,1e-17
9789,OTU12363,69.4,2e-11
9790,OTU1355,-1.0,-1.0
9791,OTU16860,73.1,1e-12
9792,OTU3912,-1.0,-1.0
9793,OTU878,97.1,7e-20
9794,OTU12692,-1.0,-1.0
9795,OTU5255,122.0,1e-27
9796,OTU6405,69.4,2e-11
9797,OTU18730,75.0,3e-13
9798,OTU18655,145.0,3e-34
9799,OTU3582,124.0,3e-28
9800,OTU8179,121.0,4e-27
9801,OTU18693,117.0,6e-26
9802,OTU18781,117.0,6e-26
9803,OTU18775,111.0,3e-24
9804,OTU8182,126.0,9e-29
9805,OTU9807,141.0,3e-33
9806,OTU4438,145.0,3e-34
9807,OTU18749,147.0,7e-35
9808,OTU12672,145.0,3e-34
9809,OTU18742,-1.0,-1.0
9810,OTU195,148.0,2e-35
9811,OTU5252,134.0,6e-31
9812,OTU5949,145.0,3e-34
9813,OTU563,126.0,9e-29
9814,OTU7105,137.0,4e-32
9815,OTU18755,135.0,2e-31
9816,OTU1405,111.0,3e-24
9817,OTU1092,143.0,9e-34
9818,OTU18565,130.0,7e-30
9819,OTU7968,78.7,3e-14
9820,OTU9963,73.1,1e-12
9821,OTU12769,102.0,2e-21
9822,OTU12770,148.0,2e-35
9823,OTU2043,150.0,5e-36
9824,OTU18612,145.0,3e-34
9825,OTU18588,143.0,9e-34
9826,OTU4262,-1.0,-1.0
9827,OTU432,126.0,9e-29
9828,OTU18606,119.0,2e-26
9829,OTU8064,111.0,3e-24
9830,OTU12732,99.0,2e-20
9831,OTU7130,122.0,1e-27
9832,OTU12734,117.0,6e-26
9833,OTU18595,110.0,9e-24
9834,OTU19002,52.8,2e-06
9835,OTU19003,117.0,6e-26
9836,OTU19005,117.0,6e-26
9837,OTU18950,117.0,6e-26
9838,OTU9849,117.0,6e-26
9839,OTU18962,126.0,9e-29
9840,OTU12742,-1.0,-1.0
9841,OTU19013,113.0,7e-25
9842,OTU1886,108.0,3e-23
9843,OTU8043,56.5,1e-07
9844,OTU1070,130.0,7e-30
9845,OTU12650,62.1,3e-09
9846,OTU8050,113.0,7e-25
9847,OTU1866,54.7,4e-07
9848,OTU12566,100.0,6e-21
9849,OTU19043,52.8,2e-06
9850,OTU1826,52.8,2e-06
9851,OTU18917,145.0,3e-34
9852,OTU18920,111.0,3e-24
9853,OTU18922,117.0,6e-26
9854,OTU18930,132.0,2e-30
9855,OTU4013,145.0,3e-34
9856,OTU9855,82.4,2e-15
9857,OTU18882,54.7,4e-07
9858,OTU18887,145.0,3e-34
9859,OTU6280,-1.0,-1.0
9860,OTU3447,156.0,1e-37
9861,OTU12573,113.0,7e-25
9862,OTU3856,145.0,3e-34
9863,OTU1609,128.0,3e-29
9864,OTU4031,128.0,3e-29
9865,OTU3297,135.0,2e-31
9866,OTU8402,78.7,3e-14
9867,OTU440,143.0,9e-34
9868,OTU18924,139.0,1e-32
9869,OTU18815,130.0,7e-30
9870,OTU296,154.0,4e-37
9871,OTU2404,156.0,1e-37
9872,OTU1032,147.0,7e-35
9873,OTU19029,143.0,9e-34
9874,OTU6839,141.0,3e-33
9875,OTU12545,147.0,7e-35
9876,OTU9062,121.0,4e-27
9877,OTU8280,121.0,4e-27
9878,OTU9063,121.0,4e-27
9879,OTU18067,52.8,2e-06
9880,OTU18081,145.0,3e-34
9881,OTU12548,128.0,3e-29
9882,OTU18097,117.0,6e-26
9883,OTU6695,150.0,5e-36
9884,OTU12552,139.0,1e-32
9885,OTU18035,145.0,3e-34
9886,OTU5789,145.0,3e-34
9887,OTU12588,126.0,9e-29
9888,OTU7041,137.0,4e-32
9889,OTU12625,139.0,1e-32
9890,OTU12626,145.0,3e-34
9891,OTU9077,113.0,7e-25
9892,OTU18149,145.0,3e-34
9893,OTU5775,141.0,3e-33
9894,OTU10529,145.0,3e-34
9895,OTU12640,145.0,3e-34
9896,OTU18112,145.0,3e-34
9897,OTU18131,150.0,5e-36
9898,OTU3846,145.0,3e-34
9899,OTU4475,-1.0,-1.0
9900,OTU446,145.0,3e-34
9901,OTU17886,137.0,4e-32
9902,OTU17878,124.0,3e-28
9903,OTU3185,145.0,3e-34
